FECHA,PM 10,O3,NO2,CO,SO2,MAXIMO,CONTAMINANTE,EST.,ZONA,,,,
04/02/2015,101,38,28,29,12,101,PM10,SC,NORTE,,,,
05/02/2015,108,69,36,23,14,108,PM10,SC,NORTE,,,,
06/02/2015,112,65,46,19,16,112,PM10,SC,NORTE,,,,
07/02/2015,107,46,39,21,13,107,PM10,SC,NORTE,,,,
08/02/2015,112,50,37,22,14,112,PM10,SC,NORTE,,,,
09/02/2015,114,45,36,24,14,114,PM10,SC,NORTE,,,,
10/02/2015,108,73,48,19,16,108,PM10,SC,NORTE,,,,
11/02/2015,89,80,49,23,13,89,PM10,SC,NORTE,,,,
12/02/2015,51,37,28,15,8,51,PM10,SC,NORTE,,,,
13/02/2015,88,31,34,25,7,88,PM10,AP,NORTE,,,,
14/02/2015,110,33,38,27,9,110,PM10,AP,NORTE,,,,
15/02/2015,91,40,31,22,6,91,PM10,MT,SUR,,,,
16/02/2015,75,31,26,23,6,75,PM10,SC,NORTE,,,,
17/02/2015,85,34,28,25,7,85,PM10,SC,NORTE,,,,
18/02/2015,109,50,33,29,7,109,PM10,SM,SUR,,,,
19/02/2015,106,47,43,26,7,106,PM10,SC,NORTE,,,,
20/02/2015,105,36,38,24,7,105,PM10,SC,NORTE,,,,
21/02/2015,98,57,37,21,6,98,PM10,SC,NORTE,,,,
22/02/2015,106,78,34,19,7,106,PM10,SC,NORTE,,,,
23/02/2015,113,65,45,32,10,113,PM10,SC,NORTE,,,,
24/02/2015,115,61,54,28,8,115,PM10,SC,NORTE,,,,
25/02/2015,109,69,31,26,8,109,PM10,"SM, SC","SUR, NOTE",,,,
26/02/2015,111,69,34,23,8,111,PM10,SC,NORTE,,,,
27/02/2015,115,34,33,22,6,115,PM10,SC,NORTE,,,,
28/02/2015,115,39,30,26,6,115,PM10,SC,NORTE,,,,
01/03/2015,113,109,31,21,6,113,PM10,SC,NORTE,,,,
02/03/2015,120,63,39,26,8,120,PM10,SC,NORTE,,,,
03/03/2015,112,103,38,26,8,112,PM10,SC,NORTE,,,,
04/03/2015,112,105,36,28,8,112,PM10,SC,NORTE,,,,
05/03/2015,112,96,32,23,8,112,PM10,SC,NORTE,,,,
06/03/2015,117,88,33,30,8,117,PM10,SC,NORTE,,,,
07/03/2015,105,57,33,26,6,105,PM10,SC,NORTE,,,,
08/03/2015,103,46,24,21,7,103,PM10,SC,NORTE,,,,
09/03/2015,109,67,38,28,9,109,PM10,SC,NORTE,,,,
10/03/2015,97,29,27,25,6,97,PM10,SM,SUR,,,,
11/03/2015,50,30,28,24,7,50,PM10,AP,NORTE,,,,
12/03/2015,50,26,20,16,6,50,PM10,OX,CENTRO,,,,
13/03/2015,80,29,30,21,7,80,PM10,SC,NORTE,,,,
14/03/2015,37,24,19,18,7,37,PM10,SC,NORTE,,,,
15/03/2015,31,20,18,15,7,31,PM10,SC,NORTE,,,,
16/03/2015,42,29,20,14,7,42,PM10,SC,NORTE,,,,
17/03/2015,64,30,22,18,7,64,PM10,SC,NORTE,,,,
18/03/2015,93,33,26,23,7,93,PM10,AP,NORTE,,,,
19/03/2015,94,40,29,30,8,94,PM10,AP,NORTE,,,,
20/03/2015,101,36,28,29,9,101,PM10,AP,NORTE,,,,
21/03/2015,95,37,27,31,8,95,PM10,SC,NORTE,,,,
22/03/2015,80,51,23,23,8,80,PM10,SC,NORTE,,,,
23/03/2015,96,34,24,25,9,96,PM10,SC,NORTE,,,,
24/03/2015,77,55,29,24,7,77,PM10,AP,NORTE,,,,
25/03/2015,83,55,27,29,7,83,PM10,AP,NORTE,,,,
26/03/2015,103,44,28,28,10,103,PM10,AP,NORTE,,,,
27/03/2015,104,43,32,31,7,104,PM10,AP,NORTE,,,,
28/03/2015,75,36,24,26,7,75,PM10,AP,NORTE,,,,
29/03/2015,41,39,25,20,5,41,PM10,SC,NORTE,,,,
30/03/2015,97,53,31,28,6,97,PM10,AP,NORTE,,,,
31/03/2015,93,76,35,29,6,93,PM10,AP,NORTE,,,,
01/04/2015,108,104,28,33,6,108,PM10,SC,NORTE,,,,
02/04/2015,109,104,28,29,5,109,PM10,SC,NORTE,,,,
03/04/2015,96,100,23,23,5,100,O3,MT,SUR,,,,
04/04/2015,77,100,22,24,5,100,O3,MT,SUR,,,,
05/04/2015,85,86,23,22,5,86,O3,MT,SUR,,,,
06/04/2015,102,50,31,32,6,102,PM10,SC,NORTE,,,,
07/04/2015,106,78,38,35,8,106,PM10,AP,NORTE,,,,
08/04/2015,110,123,32,32,9,123,O3,SC,NORTE,,,,
09/04/2015,107,106,34,33,6,107,PM10,AP,NORTE,,,,
10/04/2015,104,103,38,34,11,104,PM10,AP,NORTE,,,,
11/04/2015,99,69,32,28,6,99,PM10,SC,NORTE,,,,
12/04/2015,103,84,29,26,6,103,PM10,SC,NORTE,,,,
13/04/2015,106,49,34,28,6,106,PM10,SC,NORTE,,,,
14/04/2015,108,37,28,30,6,108,PM10,SC,NORTE,,,,
15/04/2015,114,44,37,33,6,114,PM10,SC,NORTE,,,,
16/04/2015,110,65,39,33,6,110,PM10,SC,NORTE,,,,
17/04/2015,115,107,49,36,7,115,PM10,SC,NORTE,,,,
18/04/2015,115,84,48,29,7,115,PM10,SC,NORTE,,,,
19/04/2015,105,61,30,26,7,105,PM10,SC,NORTE,,,,
20/04/2015,111,92,36,32,7,111,PM10,SC,NORTE,,,,
21/04/2015,114,44,35,30,7,114,PM10,SC,NORTE,,,,
22/04/2015,111,96,42,32,8,111,PM10,SC,NORTE,,,,
23/04/2015,117,76,31,37,9,117,PM10,SC,NORTE,,,,
24/04/2015,111,37,34,34,5,111,PM10,SC,NORTE,,,,
25/04/2015,107,49,33,23,5,107,PM10,SC,NORTE,,,,
26/04/2015,113,88,34,21,6,113,PM10,SC,NORTE,,,,
27/04/2015,110,53,48,28,7,110,PM10,SC,NORTE,,,,
28/04/2015,110,44,47,22,6,110,PM10,SC,NORTE,,,,
29/04/2015,99,36,29,18,5,99,PM10,SC,NORTE,,,,
30/04/2015,73,36,37,21,5,73,PM10,SC,NORTE,,,,
01/05/2015,91,41,33,22,5,91,PM10,SC,NORTE,,,,
02/05/2015,102,40,37,18,6,102,PM10,SC,NORTE,,,,
03/05/2015,104,49,27,18,5,104,PM10,SC,NORTE,,,,
04/05/2015,107,53,41,25,5,107,PM10,SC,NORTE,,,,
05/05/2015,103,90,45,24,5,103,PM10,SC,NORTE,,,,
06/05/2015,101,69,47,24,5,101,PM10,SC,NORTE,,,,
07/05/2015,79,47,47,26,5,79,PM10,SC,NORTE,,,,
08/05/2015,71,53,49,23,5,71,PM10,SC,NORTE,,,,
09/05/2015,68,57,43,23,6,68,PM10,SC,NORTE,,,,
10/05/2015,83,50,40,20,11,83,PM10,SM,SUR,,,,
11/05/2015,84,69,56,26,6,84,PM10,"AP, SC",NORTE,,,,
12/05/2015,66,42,41,21,5,66,PM10,AP,NORTE,,,,
13/05/2015,70,46,40,26,6,70,PM10,AP,NORTE,,,,
14/05/2015,71,44,37,30,6,71,PM10,AP,NORTE,,,,
15/05/2015,87,49,40,30,6,87,PM10,AP,NORTE,,,,
16/05/2015,95,49,35,27,6,95,PM10,SC,NORTE,,,,
17/05/2015,65,37,34,22,5,65,PM10,SM,SUR,,,,
18/05/2015,90,47,43,34,8,90,PM10,AP,NORTE,,,,
19/05/2015,92,55,37,28,6,92,PM10,AP,NORTE,,,,
20/05/2015,84,36,36,30,7,84,PM10,AP,NORTE,,,,
21/05/2015,91,73,46,29,6,91,PM10,AP,NORTE,,,,
22/05/2015,52,40,36,26,6,52,PM10,"AP, SC",NORTE,,,,
23/05/2015,73,53,35,23,5,73,PM10,AP,NORTE,,,,
24/05/2015,66,39,35,24,10,66,PM10,SC,NORTE,,,,
25/05/2015,65,44,50,28,15,65,PM10,AP,NORTE,,,,
26/05/2015,101,46,43,35,6,101,PM10,AP,NORTE,,,,
27/05/2015,91,51,39,30,6,91,PM10,SC,NORTE,,,,
28/05/2015,82,39,43,29,10,82,PM10,AP,NORTE,,,,
29/05/2015,99,38,40,27,7,99,PM10,AP,NORTE,,,,
30/05/2015,89,43,36,25,12,89,PM10,AP,NORTE,,,,
31/05/2015,53,41,26,21,13,53,PM10,SC,NORTE,,,,
01/06/2015,83,50,33,33,9,83,PM10,AP,NORTE,,,,
02/06/2015,94,49,40,23,8,94,PM10,AP,NORTE,,,,
03/06/2015,76,44,36,24,6,76,PM10,AP,NORTE,,,,
04/06/2015,99,69,37,24,7,99,PM10,AP,NORTE,,,,
05/06/2015,66,34,29,22,5,66,PM10,AP,NORTE,,,,
06/06/2015,53,49,29,22,5,53,PM10,SC,NORTE,,,,
07/06/2015,47,32,28,18,5,47,PM10,SC,NORTE,,,,
08/06/2015,90,98,42,29,11,98,O3,MT,SUR,,,,
09/06/2015,104,71,36,27,9,104,PM10,AP,NORTE,,,,
10/06/2015,106,61,41,25,8,106,PM10,AP,NORTE,,,,
11/06/2015,108,100,41,26,10,108,PM10,AP,NORTE,,,,
12/06/2015,99,104,33,24,7,104,O3,SC,NORTE,,,,
13/06/2015,69,43,25,18,6,69,PM10,SC,NORTE,,,,
14/06/2015,33,25,19,14,6,33,PM10,SC,NORTE,,,,
15/06/2015,47,25,19,14,6,47,PM10,SC,NORTE,,,,
16/06/2015,57,37,24,17,6,57,PM10,SC,NORTE,,,,
17/06/2015,86,42,28,27,6,86,PM10,AP,NORTE,,,,
18/06/2015,83,31,32,26,15,83,PM10,AP,NORTE,,,,
19/06/2015,74,30,28,26,7,74,PM10,AP,NORTE,,,,
20/06/2015,57,39,26,20,6,57,PM10,SC,NORTE,,,,
21/06/2015,66,28,22,15,6,66,PM10,SC,NORTE,,,,
22/06/2015,76,82,40,26,7,82,O3,MT,NORTE,,,,
23/06/2015,103,115,34,22,6,115,O3,MT,SUR,,,,
24/06/2015,107,55,30,24,7,107,PM10,SC,NORTE,,,,
25/06/2015,77,41,39,27,11,77,PM10,SC,NORTE,,,,
26/06/2015,93,43,31,26,9,93,PM10,SC,NORTE,,,,
27/06/2015,102,49,31,23,8,102,PM10,AP,NORTE,,,,
28/06/2015,75,40,28,21,6,75,PM10,SC,NORTE,,,,
29/06/2015,77,40,35,23,9,77,PM10,AP,NORTE,,,,
30/06/2015,57,36,24,19,6,57,PM10,AP,NORTE,,,,
01/07/2015,51,36,29,24,12,51,PM10,AP,NORTE,,,,
02/07/2015,83,39,30,28,11,83,PM10,AP,NORTE,,,,
03/07/2015,80,31,23,24,8,80,PM10,SC,NORTE,,,,
04/07/2015,72,31,22,19,9,72,PM10,SC,NORTE,,,,
05/07/2015,54,44,24,19,9,54,PM10,SC,NORTE,,,,
06/07/2015,69,59,36,28,13,69,PM10,SC,NORTE,,,,
07/07/2015,99,100,50,28,13,100,O3,MT,SUR,,,,
08/07/2015,96,46,32,27,7,96,PM10,AP,NORTE,,,,
09/07/2015,83,44,39,31,10,83,PM10,AP,NORTE,,,,
10/07/2015,79,38,35,26,8,79,PM10,AP,NORTE,,,,
11/07/2015,87,41,22,19,7,87,PM10,SC,NORTE,,,,
12/07/2015,72,27,16,14,5,72,PM10,SC,NORTE,,,,
13/07/2015,105,41,25,20,8,105,PM10,SC,NORTE,,,,
14/07/2015,103,107,44,24,6,107,O3,MT,SUR,,,,
15/07/2015,85,92,33,12,7,92,O3,MT,SUR,,,,
16/07/2015,69,42,38,13,6,69,PM10,AP,NORTE,,,,
17/07/2015,88,59,44,15,6,88,PM10,AP,NORTE,,,,
18/07/2015,89,48,31,17,6,89,PM10,SC,NORTE,,,,
19/07/2015,41,33,21,9,6,41,PM10,SC,NORTE,,,,
20/07/2015,73,71,33,12,8,73,PM10,SC,NORTE,,,,
21/07/2015,101,80,40,13,9,101,PM10,AP,NORTE,,,,
22/07/2015,59,34,27,11,7,59,PM10,SC,NORTE,,,,
23/07/2015,73,46,33,12,7,73,PM10,AP,NORTE,,,,
24/07/2015,68,41,30,27,12,68,PM10,AP,NORTE,,,,
25/07/2015,66,49,30,25,7,66,PM10,SC,NORTE,,,,
26/07/2015,54,71,29,13,7,71,O3,MT,SUR,,,,
27/07/2015,90,67,35,20,7,90,PM10,SC,NORTE,,,,
28/07/2015,72,116,40,17,7,116,O3,MT,SUR,,,,
29/07/2015,100,110,36,19,8,110,O3,MT,SUR,,,,
30/07/2015,91,50,27,22,15,91,PM10,AP,NORTE,,,,
31/07/2015,101,65,32,18,8,101,PM10,SC,NORTE,,,,
01/08/2015,83,57,30,15,6,87,PM2.5,SC,NORTE,,,,
02/08/2015,56,51,27,11,8,86,PM2.5,CB,SUR,,,,
03/08/2015,69,57,37,18,8,89,PM2.5,SC,NORTE,,,,
04/08/2015,84,80,39,22,10,90,PM2.5,SC,NORTE,,,,
05/08/2015,50,40,35,14,10,78,PM2.5,SC,NORTE,,,,
06/08/2015,64,65,31,15,8,79,PM2.5,SC,NORTE,,,,
07/08/2015,70,57,36,16,8,87,PM2.5,SC,NORTE,,,,
08/08/2015,104,71,40,21,9,111,PM2.5,SC,NORTE,,,,
09/08/2015,66,45,30,16,9,77,PM2.5,SC,NORTE,,,,
10/08/2015,88,59,36,20,7,88,PM2.5,SC,NORTE,,,,
11/08/2015,80,55,29,18,7,81,PM2.5,SC,NORTE,,,,
12/08/2015,72,42,29,16,6,75,PM2.5,CB,SUR,,,,
13/08/2015,52,34,24,17,8,75,PM2.5,CB,SUR,,,,
14/08/2015,66,38,27,20,7,74,PM2.5,CB,SUR,,,,
15/08/2015,82,65,30,16,7,82,PM10,SC,NORTE,,,,
16/08/2015,60,48,25,9,9,81,PM2.5,CB,SUR,,,,
17/08/2015,56,42,32,16,8,81,PM2.5,CB,SUR,,,,
18/08/2015,87,36,27,17,6,94,PM2.5,SC,NORTE,,,,
19/08/2015,96,29,26,22,9,96,PM10,AP,NORTE,,,,
20/08/2015,104,73,50,21,11,113,PM2.5,SM,SUR,,,,
21/08/2015,67,48,37,20,9,82,PM2.5,SC,NORTE,,,,
22/08/2015,77,36,28,19,13,87,PM2.5,"AP, SC",NORTE,,,,
23/08/2015,54,36,29,13,12,83,PM2.5,CB,SUR,,,,
24/08/2015,83,63,36,22,19,93,PM2.5,CB,SUR,,,,
25/08/2015,74,42,27,21,14,78,PM2.5,CB,SUR,,,,
26/08/2015,69,39,27,15,7,74,PM2.5,CB,SUR,,,,
27/08/2015,72,49,30,21,12,82,PM2.5,SC,NORTE,,,,
28/08/2015,92,42,31,17,18,92,PM10,SC,NORTE,,,,
29/08/2015,101,48,30,18,15,101,PM10,SC,NORTE,,,,
30/08/2015,57,48,29,13,10,74,PM2.5,SC,NORTE,,,,
31/08/2015,67,35,37,20,14,81,PM2.5,AP,NORTE,,,,
01/09/2015,104,51,34,19,12,104,PM10,SC,NORTE,,,,
02/09/2015,79,59,33,18,11,85,PM2.5,SC,NORTE,,,,
03/09/2015,68,55,33,23,12,85,PM2.5,CB,SUR,,,,
04/09/2015,100,31,35,19,11,100,PM10,SC,NORTE,,,,
05/09/2015,71,39,28,18,10,79,PM2.5,"CB, SC","SUR, NORTE",,,,
06/09/2015,68,36,21,12,7,70,PM2.5,SC,NORTE,,,,
07/09/2015,86,47,27,15,8,86,PM10,SC,NORTE,,,,
08/09/2015,105,84,29,12,9,105,PM10,SC,NORTE,,,,
09/09/2015,109,53,30,16,8,109,PM10,SC,NORTE,,,,
10/09/2015,92,43,30,11,19,92,PM10,SC,NORTE,,,,
11/09/2015,104,34,28,21,7,104,PM10,SC,NORTE,,,,
12/09/2015,112,37,34,14,11,112,PM10,SC,NORTE,,,,
13/09/2015,105,34,21,11,8,105,PM10,SC,NORTE,,,,
14/09/2015,76,33,23,16,9,85,PM2.5,CB,SUR,,,,
15/09/2015,90,48,26,13,9,90,PM10,SC,NORTE,,,,
16/09/2015,62,40,21,11,8,72,PM2.5,"CB, SC","SUR, NORTE",,,,
17/09/2015,51,46,22,15,9,71,PM2.5,CB,SUR,,,,
18/09/2015,69,57,32,17,21,81,PM2.5,CB,SUR,,,,
19/09/2015,57,43,28,14,13,88,PM2.5,CB,SUR,,,,
20/09/2015,58,39,27,13,17,90,PM2.5,CB,SUR,,,,
21/09/2015,85,46,32,16,16,102,PM2.5,SM,,,,,
22/09/2015,105,46,28,16,22,105,PM10,SC,NORTE,,,,
23/09/2015,107,108,27,15,33,108,O3,SC,NORTE,,,,
24/09/2015,105,44,27,15,16,105,PM10,SC,NORTE,,,,
25/09/2015,91,38,28,16,10,91,PM10,SC,NORTE,,,,
26/09/2015,94,24,25,16,12,94,PM10,SC,NORTE,,,,
27/09/2015,72,44,26,11,7,76,PM2.5,SC,NORTE,,,,
28/09/2015,47,25,27,15,7,72,PM2.5,SC,NORTE,,,,
29/09/2015,59,31,31,15,9,70,PM2.5,SC,NORTE,,,,
30/09/2015,85,37,31,13,8,85,PM10,CB,SUR,,,,
01/10/2015,79,35,23,11,11,81,PM2.5,SC,NORTE,,,,
02/10/2015,99,53,36,17,34,99,PM10,MT,SUR,,,,
03/10/2015,104,82,37,14,15,104,PM10,"CB, SC","SUR, NORTE",,,,
04/10/2015,101,92,30,14,7,104,PM2.5,SC,NORTE,,,,
05/10/2015,105,71,32,20,8,105,PM10,CB,SUR,,,,
06/10/2015,101,53,34,16,8,102,PM2.5,SM,SUR,,,,
07/10/2015,111,63,53,22,9,111,PM10,SC,NORTE,,,,
08/10/2015,109,82,44,19,8,109,PM10,SC,NORTE,,,,
09/10/2015,99,46,44,20,8,102,PM2.5,SC,NORTE,,,,
10/10/2015,80,50,38,12,17,82,PM2.5,SC,NORTE,,,,
11/10/2015,78,49,34,10,12,88,PM2.5,SC,NORTE,,,,
12/10/2015,107,32,35,15,13,107,PM10,MT,SUR,,,,
13/10/2015,103,42,47,22,17,103,PM10,SC,NORTE,,,,
14/10/2015,84,34,37,15,26,84,PM10,SC,NORTE,,,,
15/10/2015,65,36,31,13,29,79,PM2.5,SC,NORTE,,,,
16/10/2015,100,44,42,14,33,100,PM10,SM,SUR,,,,
17/10/2015,56,27,32,10,17,66,PM2.5,SC,NORTE,,,,
18/10/2015,48,32,37,8,15,73,PM2.5,SC,NORTE,,,,
19/10/2015,67,42,50,13,12,80,PM2.5,SC,NORTE,,,,
20/10/2015,101,44,86,24,17,101,PM10,SC,NORTE,,,,
21/10/2015,106,41,54,20,14,106,PM10,SC,NORTE,,,,
22/10/2015,52,33,42,14,10,70,PM2.5,SC,NORTE,,,,
23/10/2015,38,17,29,12,10,59,PM2.5,SC,NORTE,,,,
24/10/2015,48,24,30,10,10,69,PM2.5,SC,NORTE,,,,
25/10/2015,49,36,32,12,19,80,PM2.5,SC,NORTE,,,,
26/10/2015,54,21,35,17,22,78,PM2.5,SC,NORTE,,,,
27/10/2015,70,42,38,21,10,92,PM2.5,SC,NORTE,,,,
28/10/2015,59,24,31,24,10,89,PM2.5,SM,SUR,,,,
29/10/2015,66,34,48,18,9,79,PM2.5,SC,NORTE,,,,
30/10/2015,46,23,26,16,8,65,PM2.5,SM,SUR,,,,
31/10/2015,39,17,26,16,8,69,PM2.5,SC,NORTE,,,,
01/11/2015,59,39,33,16,11,85,PM2.5,SC,NORTE,,,,
02/11/2015,83,22,30,16,9,95,PM2.5,SC,NORTE,,,,
03/11/2015,82,30,30,16,9,82,PM10,SC,NORTE,,,,
04/11/2015,88,51,40,15,9,90,PM2.5,SC,NORTE,,,,
05/11/2015,79,53,43,18,11,97,PM2.5,SM,SUR,,,,
06/11/2015,100,46,34,16,13,104,PM2.5,SM,SUR,,,,
07/11/2015,91,39,34,14,15,106,PM2.5,SC,NORTE,,,,
08/11/2015,67,28,26,11,12,80,PM2.5,SC,NORTE,,,,
09/11/2015,94,41,34,16,10,94,PM10,SC,NORTE,,,,
10/11/2015,104,42,36,17,11,104,PM10,SC,NORTE,,,,
11/11/2015,109,80,47,17,13,109,PM10,SC,NORTE,,,,
12/11/2015,108,76,37,19,11,108,"PM10, PM2.5",SC,NORTE,,,,
13/11/2015,73,41,32,15,13,81,PM2.5,SC,NORTE,,,,
14/11/2015,59,31,28,12,12,69,PM2.5,SC,NORTE,,,,
15/11/2015,49,39,33,12,13,72,PM2.5,SM,SUR,,,,
16/11/2015,84,46,38,16,10,90,PM2.5,SC,NORTE,,,,
17/11/2015,104,41,40,20,10,104,"PM10, PM2.5",SC,NORTE,,,,
18/11/2015,112,47,51,23,7,113,PM2.5,SC,NORTE,,,,
19/11/2015,115,51,42,20,15,124,PM2.5,SC,NORTE,,,,
20/11/2015,110,61,43,20,15,110,"PM10, PM2.5",SC,NORTE,,,,
21/11/2015,104,44,38,17,14,105,PM2.5,SC,NORTE,,,,
22/11/2015,100,39,31,18,33,100,PM10,SC,NORTE,,,,
23/11/2015,103,38,43,19,10,103,PM10,SC,NORTE,,,,
24/11/2015,102,39,46,18,10,107,PM2.5,SC,NORTE,,,,
25/11/2015,103,41,37,23,11,108,PM2.5,SC,NORTE,,,,
26/11/2015,103,42,35,18,9,106,PM2.5,SC,NORTE,,,,
27/11/2015,100,24,23,15,9,100,PM10,SC,NORTE,,,,
28/11/2015,112,49,50,22,10,129,PM2.5,SC,NORTE,,,,
29/11/2015,104,46,36,18,15,112,PM2.5,SM,SUR,,,,
30/11/2015,124,53,75,25,11,136,PM2.5,SC,NORTE,,,,
01/12/2015,117,49,80,27,12,132,PM2.5,SC,NORTE,,,,
02/12/2015,109,42,59,20,10,116,PM2.5,SC,NORTE,,,,
03/12/2015,97,28,36,12,9,103,PM2.5,SC,NORTE,,,,
04/12/2015,68,29,37,13,9,78,PM2.5,SC,NORTE,,,,
05/12/2015,93,30,40,16,10,103,PM2.5,SM,SUR,,,,
06/12/2015,103,42,41,18,11,110,PM2.5,"SM, SC","SUR, NORTE",,,,
07/12/2015,100,47,45,16,14,105,PM2.5,"SM, SC","SUR, NORTE",,,,
08/12/2015,113,49,52,20,12,124,PM2.5,SC,NORTE,,,,
09/12/2015,107,34,40,21,14,118,PM2.5,SM,SUR,,,,
10/12/2015,113,67,60,20,11,127,PM2.5,SC,NORTE,,,,
11/12/2015,119,49,44,22,11,136,PM2.5,SC,NORTE,,,,
12/12/2015,114,31,36,23,10,132,PM2.5,SC,NORTE,,,,
13/12/2015,90,21,27,18,9,103,PM2.5,SC,NORTE,,,,
14/12/2015,96,31,30,17,9,108,PM2.5,SC,NORTE,,,,
15/12/2015,101,37,55,22,11,108,PM2.5,SC,NORTE,,,,
16/12/2015,113,45,59,24,12,119,PM2.5,SC,NORTE,,,,
17/12/2015,115,44,40,25,11,121,PM2.5,SC,NORTE,,,,
18/12/2015,110,34,40,20,14,114,PM2.5,SC,NORTE,,,,
19/12/2015,106,29,39,17,17,118,PM2.5,SC,NORTE,,,,
20/12/2015,114,37,33,29,10,126,PM2.5,SC,NORTE,,,,
21/12/2015,114,53,48,21,12,130,PM2.5,SC,NORTE,,,,
22/12/2015,119,42,54,22,16,135,PM2.5,SC,NORTE,,,,
23/12/2015,112,25,36,22,11,125,PM2.5,SC,NORTE,,,,
24/12/2015,127,36,41,30,11,156,PM2.5,SC,NORTE,,,,
25/12/2015,151,42,30,63,14,208,PM2.5,SM,SUR,,,,
26/12/2015,116,32,26,19,10,130,PM2.5,SC,NORTE,,,,
27/12/2015,108,26,21,13,14,108,PM10,SC,NORTE,,,,
28/12/2015,108,42,34,20,10,115,PM2.5,SC,NORTE,,,,
29/12/2015,109,31,28,21,19,114,PM2.5,SC,NORTE,,,,
30/12/2015,112,44,30,25,9,121,PM2.5,SC,NORTE,,,,
31/12/2015,130,44,41,28,10,157,PM2.5,SC,NORTE,,,,
01/01/2016,190,57,30,45,14,244,PM2.5,SM,SUR,,,,
02/01/2016,176,28,25,17,10,223,PM2.5,SM,SUR,,,,
03/01/2016,102,29,22,17,9,107,PM2.5,SC,NORTE,,,,
04/01/2016,108,22,22,20,8,108,PM10,SC,NORTE,,,,
05/01/2016,102,26,29,22,8,102,PM10,SC,NORTE,,,,
06/01/2016,107,29,31,20,8,107,PM10,SC,NORTE,,,,
07/01/2016,105,30,23,15,8,105,PM10,SC,NORTE,,,,
08/01/2016,104,28,25,16,9,104,PM10,SC,NORTE,,,,
09/01/2016,113,40,40,25,10,121,PM2.5,SC,NORTE,,,,
10/01/2016,108,24,24,15,11,110,PM2.5,SC,NORTE,,,,
11/01/2016,112,34,39,23,13,112,PM10,SC,NORTE,,,,
12/01/2016,118,29,40,32,13,125,PM2.5,SC,NORTE,,,,
13/01/2016,114,29,28,14,9,120,PM2.5,SC,NORTE,,,,
14/01/2016,41,24,34,15,8,72,PM2.5,SM,SUR,,,,
15/01/2016,97,42,52,27,9,103,PM2.5,SC,NORTE,,,,
16/01/2016,119,33,59,36,14,144,PM2.5,SC,NORTE,,,,
17/01/2016,128,42,63,41,16,169,PM2.5,SC,NORTE,,,,
18/01/2016,118,50,58,28,9,144,PM2.5,SC,NORTE,,,,
19/01/2016,110,50,52,20,14,124,PM2.5,SC,NORTE,,,,
20/01/2016,124,55,51,24,14,141,PM2.5,SC,NORTE,,,,
21/01/2016,121,49,53,25,13,132,PM2.5,SC,NORTE,,,,
22/01/2016,119,94,60,22,12,136,PM2.5,SC,NORTE,,,,
23/01/2016,119,63,55,24,12,130,PM2.5,SM,SUR,,,,
24/01/2016,130,107,53,30,9,157,PM2.5,SC,NORTE,,,,
25/01/2016,126,55,45,25,9,149,PM2.5,SC,NORTE,,,,
26/01/2016,121,24,33,17,10,122,PM22,SC,NORTE,,,,
27/01/2016,124,33,37,25,15,124,PM10,SC,NORTE,,,,
28/01/2016,124,43,38,20,10,124,PM10,SC,NORTE,,,,
29/01/2016,136,47,62,33,16,163,PM2.5,SC,NORTE,,,,
30/01/2016,145,41,45,35,16,179,PM2.5,SC,NORTE,,,,
31/01/2016,120,43,35,18,10,136,PM2.5,SM,SUR,,,,
01/02/2016,117,78,45,21,10,127,PM2.5,SC,NORTE,,,,
02/02/2016,119,42,41,29,17,131,PM2.5,SC,NORTE,,,,
03/02/2016,117,86,42,26,14,123,PM2.5,SC,NORTE,,,,
04/02/2016,122,65,51,29,10,125,PM2.5,SC,NORTE,,,,
05/02/2016,117,78,37,22,24,122,PM2.5,SC,NORTE,,,,
06/02/2016,116,98,36,23,23,125,PM2.5,SM,SUR,,,,
07/02/2016,113,67,39,21,40,122,PM2.5,SC,NORTE,,,,
08/02/2016,122,50,39,26,34,136,PM2.5,SC,NORTE,,,,
09/02/2016,118,49,38,23,17,118,"PM10, PM2.5","SC, SM","NORTE, SUR",,,,
10/02/2016,118,40,39,22,18,122,PM2.5,SM,SUR,,,,
11/02/2016,115,49,49,31,15,124,PM2.5,SM,SUR,,,,
12/02/2016,112,69,52,28,15,115,PM2.5,SM,SUR,,,,
13/02/2016,113,71,35,17,16,115,PM2.5,SM,SUR,,,,
14/02/2016,119,61,32,22,11,121,PM2.5,SM,SUR,,,,
15/02/2016,118,86,42,25,11,118,"PM10, PM2.5",SC,NORTE,,,,
16/02/2016,124,105,46,20,11,124,"PM10, PM2.5",SC,NORTE,,,,
17/02/2016,123,49,37,21,12,123,PM10,SC,NORTE,,,,
18/02/2016,129,86,77,27,11,133,PM2.5,SM,SUR,,,,
19/02/2016,137,104,76,29,12,142,PM2.5,SC,NORTE,,,,
20/02/2016,127,73,49,19,13,131,PM2.5,SC,NORTE,,,,
21/02/2016,117,76,41,24,13,122,PM2.5,SC,NORTE,,,,
22/02/2016,118,104,51,27,11,122,PM2.5,SM,SUR,,,,
23/02/2016,116,48,45,17,12,116,PM10,SC,NORTE,,,,
24/02/2016,129,55,57,21,13,129,PM10,SC,NORTE,,,,
25/02/2016,130,76,46,23,12,130,PM10,SC,NORTE,,,,
26/02/2016,120,47,33,23,10,126,PM2.5,SM,SUR,,,,
